Rank,DocName,CosineScore
1,102598,0.4
2,102610,0.37369978746448757
3,102647,0.2773500981126146
4,101666,0.22572559698446149
5,102609,0.22011272658140596
6,100521,0.20965696734438366
7,102617,0.19245008972987526
8,102608,0.173421993904824
9,102634,0.1643989873053573
10,102622,0.16081688022566923
